index_P,index_sent,full_word,lesks,lesks_name
381,0,USDA- ESTIMATES- SOVIET- WHEAT- COARSE- GRAINS- U- Agriculture- Department- forecast- Soviet- wheat- crop- mln- tonnes- vs- mln- tonnes- last- month,"[Synset('department_of_agriculture.n.01'), Synset('estimate.n.05'), Synset('soviet.n.01'), Synset('pale_yellow.n.01'), Synset('coarse.s.03'), Synset('texture.n.05'), Synset('uranium.n.01'), Synset('agribusiness.n.01'), Synset('department.n.03'), Synset('prognosis.n.01'), Synset('soviet.n.01'), Synset('pale_yellow.n.01'), Synset('crop.v.05'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['department_of_agriculture.n.01', 'estimate.n.05', 'soviet.n.01', 'pale_yellow.n.01', 'coarse.s.03', 'texture.n.05', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'prognosis.n.01', 'soviet.n.01', 'pale_yellow.n.01', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02']"
381,1,put- crop- mln- tonnes- vs- mln- tonnes- last- month,"[Synset('put_option.n.02'), Synset('crop.v.05'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['put_option.n.02', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02']"
381,2,Soviet- coarse- grain- production- estimated- mln- tonnes- vs- mln- tonnes- last- month,"[Synset('soviet.n.01'), Synset('coarse.s.03'), Synset('texture.n.05'), Synset('production.n.06'), Synset('estimate.v.01'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['soviet.n.01', 'coarse.s.03', 'texture.n.05', 'production.n.06', 'estimate.v.01', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02']"
381,3,Production- projected- mln- tonnes- vs- mln- tonnes- last- month,"[Synset('production.n.06'), Synset('project.v.06'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['production.n.06', 'project.v.06', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02']"
381,4,USSR- wheat- imports- forecast- mln- tonnes- vs- mln- tonnes- last- month,"[Synset('soviet_union.n.01'), Synset('pale_yellow.n.01'), Synset('significance.n.02'), Synset('prognosis.n.01'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['soviet_union.n.01', 'pale_yellow.n.01', 'significance.n.02', 'prognosis.n.01', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02']"
381,5,Imports- put- mln- tonnes- vs- mln- tonnes- last- month,"[Synset('significance.n.02'), Synset('put_option.n.02'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['significance.n.02', 'put_option.n.02', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02']"
381,6,USDA- estimated- Soviet- coarse- grain- imports- mln- tonnes- vs- mln- tonnes- last- month- imports- mln- tonnes- vs- mln- tonnes- last- month,"[Synset('department_of_agriculture.n.01'), Synset('estimate.v.01'), Synset('soviet.n.01'), Synset('coarse.s.03'), Synset('texture.n.05'), Synset('significance.n.02'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02'), Synset('significance.n.02'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['department_of_agriculture.n.01', 'estimate.v.01', 'soviet.n.01', 'coarse.s.03', 'texture.n.05', 'significance.n.02', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02', 'significance.n.02', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02']"
381,7,,[],[]
382,0,,[],[]
382,1,,[],[]
382,2,,[],[]
382,3,,[],[]
383,0,,[],[]
383,1,department- said- bonus- awarded- dlrs- per- tonne- made- Rahr- Malting- Co- paid- form- commodities- inventory- stocks- CCC,"[Synset('department.n.03'), Synset('suppose.v.01'), Synset('bonus.n.02'), Synset('award.v.02'), Synset('metric_ton.n.01'), Synset('take.v.27'), Synset('malt.v.04'), Synset('colorado.n.01'), Synset('pay_up.v.01'), Synset('shape.v.02'), Synset('commodity.n.01'), Synset('stock.n.02'), Synset('store.n.02'), Synset('three_hundred.s.01')]","['department.n.03', 'suppose.v.01', 'bonus.n.02', 'award.v.02', 'metric_ton.n.01', 'take.v.27', 'malt.v.04', 'colorado.n.01', 'pay_up.v.01', 'shape.v.02', 'commodity.n.01', 'stock.n.02', 'store.n.02', 'three_hundred.s.01']"
383,2,,[],[]
383,3,,[],[]
384,0,USDA- RAISES- SOVIET- GRAIN- IMPORT- ESTIMATE- U- Agriculture- Department- increased- estimate- Soviet- grain- imports- mln- tonnes- last- month- projection- mln- tonnes,"[Synset('department_of_agriculture.n.01'), Synset('raise.v.23'), Synset('soviet.n.01'), Synset('texture.n.05'), Synset('significance.n.02'), Synset('estimate.n.05'), Synset('uranium.n.01'), Synset('agribusiness.n.01'), Synset('department.n.03'), Synset('increased.a.01'), Synset('estimate.n.05'), Synset('soviet.n.01'), Synset('texture.n.05'), Synset('significance.n.02'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02'), Synset('projection.n.08'), Synset('metric_ton.n.01')]","['department_of_agriculture.n.01', 'raise.v.23', 'soviet.n.01', 'texture.n.05', 'significance.n.02', 'estimate.n.05', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'increased.a.01', 'estimate.n.05', 'soviet.n.01', 'texture.n.05', 'significance.n.02', 'metric_ton.n.01', 'last.v.01', 'month.n.02', 'projection.n.08', 'metric_ton.n.01']"
384,1,monthly- USSR- Grain- Situation- Outlook- USDA- said- increase- reflected- return- Soviet- Union- U- corn- market- continued- purchases- wheat- coarse- grain- major- suppliers,"[Synset('monthly.r.01'), Synset('soviet_union.n.01'), Synset('texture.n.05'), Synset('situation.n.03'), Synset('mentality.n.01'), Synset('department_of_agriculture.n.01'), Synset('suppose.v.01'), Synset('increase.n.03'), Synset('reflect.v.06'), Synset('revert.v.01'), Synset('soviet.n.01'), Synset('union.n.11'), Synset('uranium.n.01'), Synset('corn_whiskey.n.01'), Synset('marketplace.n.02'), Synset('stay.v.04'), Synset('purchase.n.03'), Synset('pale_yellow.n.01'), Synset('coarse.s.03'), Synset('texture.n.05'), Synset('major.n.04'), Synset('supplier.n.01')]","['monthly.r.01', 'soviet_union.n.01', 'texture.n.05', 'situation.n.03', 'mentality.n.01', 'department_of_agriculture.n.01', 'suppose.v.01', 'increase.n.03', 'reflect.v.06', 'revert.v.01', 'soviet.n.01', 'union.n.11', 'uranium.n.01', 'corn_whiskey.n.01', 'marketplace.n.02', 'stay.v.04', 'purchase.n.03', 'pale_yellow.n.01', 'coarse.s.03', 'texture.n.05', 'major.n.04', 'supplier.n.01']"
384,2,USSR- wheat- imports- projected- mln- tonnes- one- mln- last- month- estimate- tonnes- preliminary- figure,"[Synset('soviet_union.n.01'), Synset('pale_yellow.n.01'), Synset('significance.n.02'), Synset('project.v.06'), Synset('metric_ton.n.01'), Synset('one.s.06'), Synset('last.v.01'), Synset('month.n.02'), Synset('estimate.n.05'), Synset('metric_ton.n.01'), Synset('preliminary.s.01'), Synset('trope.n.01')]","['soviet_union.n.01', 'pale_yellow.n.01', 'significance.n.02', 'project.v.06', 'metric_ton.n.01', 'one.s.06', 'last.v.01', 'month.n.02', 'estimate.n.05', 'metric_ton.n.01', 'preliminary.s.01', 'trope.n.01']"
384,3,Soviet- grain- feed- use- estimated- record- mln- tonnes,"[Synset('soviet.n.01'), Synset('texture.n.05'), Synset('tip.v.03'), Synset('use.v.01'), Synset('estimate.v.01'), Synset('record.v.01'), Synset('metric_ton.n.01')]","['soviet.n.01', 'texture.n.05', 'tip.v.03', 'use.v.01', 'estimate.v.01', 'record.v.01', 'metric_ton.n.01']"
384,4,,[],[]
384,5,USSR- meat- egg- production- January- rose- slightly- previous- January- level- milk- production- increased- nearly- six- pct,"[Synset('soviet_union.n.01'), Synset('kernel.n.01'), Synset('egg.n.02'), Synset('production.n.06'), Synset('january.n.01'), Synset('rose.s.01'), Synset('slightly.r.01'), Synset('previous.s.03'), Synset('january.n.01'), Synset('tied.s.05'), Synset('milk.n.03'), Synset('production.n.06'), Synset('increased.a.01'), Synset('closely.r.03'), Synset('six.s.01'), Synset('percentage.n.01')]","['soviet_union.n.01', 'kernel.n.01', 'egg.n.02', 'production.n.06', 'january.n.01', 'rose.s.01', 'slightly.r.01', 'previous.s.03', 'january.n.01', 'tied.s.05', 'milk.n.03', 'production.n.06', 'increased.a.01', 'closely.r.03', 'six.s.01', 'percentage.n.01']"
384,6,,[],[]
384,7,,[],[]
385,0,USDA- ESTIMATES- CANADIAN- CROPS- U- Agriculture- Department- estimated- Canada- wheat- crop- mln- tonnes- vs- mln- tonnes- last- month,"[Synset('department_of_agriculture.n.01'), Synset('estimate.n.05'), Synset('canadian.n.02'), Synset('crop.v.05'), Synset('uranium.n.01'), Synset('agribusiness.n.01'), Synset('department.n.03'), Synset('estimate.v.01'), Synset('canada.n.01'), Synset('pale_yellow.n.01'), Synset('crop.v.05'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['department_of_agriculture.n.01', 'estimate.n.05', 'canadian.n.02', 'crop.v.05', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'estimate.v.01', 'canada.n.01', 'pale_yellow.n.01', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02']"
385,1,estimated- output- mln- tonnes- vs- mln- last- month,"[Synset('estimate.v.01'), Synset('output.v.01'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['estimate.v.01', 'output.v.01', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02']"
385,2,Canadian- coarse- grain- production- projected- mln- tonnes- vs- mln- tonnes- last- month,"[Synset('canadian.n.02'), Synset('coarse.s.03'), Synset('texture.n.05'), Synset('production.n.06'), Synset('project.v.06'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['canadian.n.02', 'coarse.s.03', 'texture.n.05', 'production.n.06', 'project.v.06', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02']"
385,3,Production- estimated- mln- tonnes- vs- mln- last- month,"[Synset('production.n.06'), Synset('estimate.v.01'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['production.n.06', 'estimate.v.01', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02']"
385,4,Canadian- wheat- exports- forecast- mln- tonnes- vs- mln- tonnes- last- month,"[Synset('canadian.n.02'), Synset('pale_yellow.n.01'), Synset('export.v.02'), Synset('prognosis.n.01'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['canadian.n.02', 'pale_yellow.n.01', 'export.v.02', 'prognosis.n.01', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02']"
385,5,Exports- estimated- mln- tonnes- vs- mln- last- month,"[Synset('export.v.02'), Synset('estimate.v.01'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['export.v.02', 'estimate.v.01', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02']"
385,6,,[],[]
386,0,USDA- ESTIMATES- AUSTRALIA- WHEAT- CROP- U- Agriculture- Department- forecast- Australia- wheat- crop- mln- tonnes- vs- mln- tonnes- last- month,"[Synset('department_of_agriculture.n.01'), Synset('estimate.n.05'), Synset('australia.n.01'), Synset('pale_yellow.n.01'), Synset('crop.v.05'), Synset('uranium.n.01'), Synset('agribusiness.n.01'), Synset('department.n.03'), Synset('prognosis.n.01'), Synset('australia.n.01'), Synset('pale_yellow.n.01'), Synset('crop.v.05'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['department_of_agriculture.n.01', 'estimate.n.05', 'australia.n.01', 'pale_yellow.n.01', 'crop.v.05', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'prognosis.n.01', 'australia.n.01', 'pale_yellow.n.01', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02']"
386,1,estimated- output- mln- tonnes- vs- mln- last- month,"[Synset('estimate.v.01'), Synset('output.v.01'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['estimate.v.01', 'output.v.01', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02']"
386,2,Australian- wheat- exports- forecast- mln- tonnes- vs- mln- tonnes- last- month- exports- estimated- mln- tonnes- vs- mln- last- month,"[Synset('australian.n.01'), Synset('pale_yellow.n.01'), Synset('export.v.02'), Synset('prognosis.n.01'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02'), Synset('export.v.02'), Synset('estimate.v.01'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['australian.n.01', 'pale_yellow.n.01', 'export.v.02', 'prognosis.n.01', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02', 'export.v.02', 'estimate.v.01', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02']"
386,3,,[],[]
387,0,,[],[]
387,1,,[],[]
387,2,Commission- already- decided- accord- rebates- export- tonnes- French- maize- rebates- around- tonnes- granted,"[Synset('perpetration.n.01'), Synset('already.r.01'), Synset('decide.v.01'), Synset('treaty.n.01'), Synset('rebate.v.03'), Synset('export.v.02'), Synset('metric_ton.n.01'), Synset('french.v.01'), Synset('gamboge.n.02'), Synset('rebate.v.03'), Synset('around.r.07'), Synset('metric_ton.n.01'), Synset('given.s.01')]","['perpetration.n.01', 'already.r.01', 'decide.v.01', 'treaty.n.01', 'rebate.v.03', 'export.v.02', 'metric_ton.n.01', 'french.v.01', 'gamboge.n.02', 'rebate.v.03', 'around.r.07', 'metric_ton.n.01', 'given.s.01']"
387,3,,[],[]
387,4,association- said- request- would- cover- exports- destinations- adding- Soviet- Union- important- maize- needs- currently- excluded- list- destination- countries- tonnes- French- maize,"[Synset('association.n.08'), Synset('suppose.v.01'), Synset('request.n.01'), Synset('top.n.09'), Synset('export.v.02'), Synset('finish.n.04'), Synset('lend.v.01'), Synset('soviet.n.01'), Synset('union.n.11'), Synset('important.s.05'), Synset('gamboge.n.02'), Synset('need.v.03'), Synset('presently.r.02'), Synset('eject.v.01'), Synset('tilt.n.04'), Synset('finish.n.04'), Synset('state.n.04'), Synset('metric_ton.n.01'), Synset('french.v.01'), Synset('gamboge.n.02')]","['association.n.08', 'suppose.v.01', 'request.n.01', 'top.n.09', 'export.v.02', 'finish.n.04', 'lend.v.01', 'soviet.n.01', 'union.n.11', 'important.s.05', 'gamboge.n.02', 'need.v.03', 'presently.r.02', 'eject.v.01', 'tilt.n.04', 'finish.n.04', 'state.n.04', 'metric_ton.n.01', 'french.v.01', 'gamboge.n.02']"
387,5,U- Agriculture- Department- forecast- Soviet- maize- imports- campaign- mln- tonnes- mln,"[Synset('uranium.n.01'), Synset('agribusiness.n.01'), Synset('department.n.03'), Synset('prognosis.n.01'), Synset('soviet.n.01'), Synset('gamboge.n.02'), Synset('significance.n.02'), Synset('political_campaign.n.01'), Synset('metric_ton.n.01')]","['uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'prognosis.n.01', 'soviet.n.01', 'gamboge.n.02', 'significance.n.02', 'political_campaign.n.01', 'metric_ton.n.01']"
387,6,,[],[]
388,0,,[],[]
388,1,ASCS- also- bought- mln- pounds- bakers- flour- mln- dlrs- mln- pounds- pasta- dlrs- mln- pounds- processed- cereal- products- dlrs- mln- pounds- corn- products- dlrs- mln- pounds- milled- rice- mln- dlrs,"[Synset('besides.r.02'), Synset('buy.v.01'), Synset('pound.n.10'), Synset('baker.n.02'), Synset('flour.n.01'), Synset('pound.n.10'), Synset('pasta.n.01'), Synset('pound.n.10'), Synset('work.v.05'), Synset('cereal.n.03'), Synset('product.n.05'), Synset('pound.n.10'), Synset('corn_whiskey.n.01'), Synset('product.n.05'), Synset('pound.n.10'), Synset('mill.v.04'), Synset('rice.v.01')]","['besides.r.02', 'buy.v.01', 'pound.n.10', 'baker.n.02', 'flour.n.01', 'pound.n.10', 'pasta.n.01', 'pound.n.10', 'work.v.05', 'cereal.n.03', 'product.n.05', 'pound.n.10', 'corn_whiskey.n.01', 'product.n.05', 'pound.n.10', 'mill.v.04', 'rice.v.01']"
388,2,,[],[]
389,0,GRAIN- SHIPS- LOADING- PORTLAND- three- grain- ships- loading- two- ships- waiting- load- Portland- according- Portland- Merchants- Exchange,"[Synset('texture.n.05'), Synset('ship.v.05'), Synset('loading.n.05'), Synset('portland.n.02'), Synset('trey.n.02'), Synset('texture.n.05'), Synset('ship.v.05'), Synset('loading.n.05'), Synset('two.n.01'), Synset('ship.v.05'), Synset('wait.v.04'), Synset('warhead.n.01'), Synset('portland.n.02'), Synset('harmonize.v.01'), Synset('portland.n.02'), Synset('merchant.n.01'), Synset('switch_over.v.01')]","['texture.n.05', 'ship.v.05', 'loading.n.05', 'portland.n.02', 'trey.n.02', 'texture.n.05', 'ship.v.05', 'loading.n.05', 'two.n.01', 'ship.v.05', 'wait.v.04', 'warhead.n.01', 'portland.n.02', 'harmonize.v.01', 'portland.n.02', 'merchant.n.01', 'switch_over.v.01']"
389,1,,[],[]
390,0,CBT- DISCUSSES- MAJOR- CHANGES- RENOVATION- Chicago- Board- Trade- CBT- agricultural- financial- futures- markets- could- period- major- upheaval- later- year- exchange- goes- ahead- planned- renovation,"[Synset('hash_out.v.01'), Synset('major.n.04'), Synset('variety.n.06'), Synset('renovation.n.02'), Synset('michigan.n.03'), Synset('display_panel.n.01'), Synset('trade.v.03'), Synset('agricultural.a.01'), Synset('fiscal.a.01'), Synset('future.n.03'), Synset('marketplace.n.02'), Synset('period.n.07'), Synset('major.n.04'), Synset('upheaval.n.03'), Synset('subsequently.r.01'), Synset('year.n.03'), Synset('switch_over.v.01'), Synset('sound.v.02'), Synset('ahead.s.01'), Synset('planned.a.01'), Synset('renovation.n.02')]","['hash_out.v.01', 'major.n.04', 'variety.n.06', 'renovation.n.02', 'michigan.n.03', 'display_panel.n.01', 'trade.v.03', 'agricultural.a.01', 'fiscal.a.01', 'future.n.03', 'marketplace.n.02', 'period.n.07', 'major.n.04', 'upheaval.n.03', 'subsequently.r.01', 'year.n.03', 'switch_over.v.01', 'sound.v.02', 'ahead.s.01', 'planned.a.01', 'renovation.n.02']"
390,1,CBT- spokesman- told- Reuters- exchange- looking- number- options- identify- cost- effective- efficient- way- proceed- including- one- would- involve- moving- entire- grains- floor- building- nearby- MidAmerica- Commodity- Exchange,"[Synset('spokesman.n.01'), Synset('tell.v.03'), Synset('switch_over.v.01'), Synset('look.v.03'), Synset('phone_number.n.01'), Synset('option.n.02'), Synset('name.v.02'), Synset('price.n.03'), Synset('effective.s.03'), Synset('effective.s.02'), Synset('way.r.01'), Synset('proceed.v.04'), Synset('include.v.03'), Synset('one.s.06'), Synset('involve.v.05'), Synset('moving.a.03'), Synset('entire.s.03'), Synset('texture.n.05'), Synset('floor.n.10'), Synset('building.n.04'), Synset('nearby.s.01'), Synset('commodity.n.01'), Synset('switch_over.v.01')]","['spokesman.n.01', 'tell.v.03', 'switch_over.v.01', 'look.v.03', 'phone_number.n.01', 'option.n.02', 'name.v.02', 'price.n.03', 'effective.s.03', 'effective.s.02', 'way.r.01', 'proceed.v.04', 'include.v.03', 'one.s.06', 'involve.v.05', 'moving.a.03', 'entire.s.03', 'texture.n.05', 'floor.n.10', 'building.n.04', 'nearby.s.01', 'commodity.n.01', 'switch_over.v.01']"
390,2,,[],[]
390,3,Another- CBT- official- executive- vice- president- George- Sladoje- said- issue- would- discussed- Friday- special- meeting- exchange- floor,"[Synset('another.s.01'), Synset('official.s.05'), Synset('executive.n.01'), Synset('vice.n.02'), Synset('president.n.05'), Synset('george.n.01'), Synset('suppose.v.01'), Synset('offspring.n.01'), Synset('hash_out.v.01'), Synset('friday.n.01'), Synset('special.s.04'), Synset('meeting.n.03'), Synset('switch_over.v.01'), Synset('floor.n.10')]","['another.s.01', 'official.s.05', 'executive.n.01', 'vice.n.02', 'president.n.05', 'george.n.01', 'suppose.v.01', 'offspring.n.01', 'hash_out.v.01', 'friday.n.01', 'special.s.04', 'meeting.n.03', 'switch_over.v.01', 'floor.n.10']"
